epoch,accuracy,loss,val_accuracy,val_loss
0,0.08966666460037231,2.9925272464752197,0.1315000057220459,2.906071186065674
1,0.14866666495800018,2.7677276134490967,0.21699999272823334,2.632399797439575
2,0.19449999928474426,2.6077916622161865,0.23999999463558197,2.4620230197906494
3,0.23216666281223297,2.489652156829834,0.25099998712539673,2.4058868885040283
4,0.25216665863990784,2.418172836303711,0.27149999141693115,2.346510648727417
5,0.2541666626930237,2.361923933029175,0.28049999475479126,2.3176381587982178
6,0.28466665744781494,2.3211400508880615,0.29750001430511475,2.282626152038574
7,0.2918333411216736,2.283198356628418,0.29600000381469727,2.249255895614624
8,0.2996666729450226,2.243767738342285,0.3089999854564667,2.2212891578674316
9,0.32066667079925537,2.2028026580810547,0.3109999895095825,2.205035924911499
10,0.3331666588783264,2.156355857849121,0.32600000500679016,2.1829283237457275
11,0.3461666703224182,2.12827467918396,0.32100000977516174,2.1787800788879395
12,0.3580000102519989,2.091245174407959,0.3345000147819519,2.155001401901245
13,0.36666667461395264,2.0566444396972656,0.3330000042915344,2.1677560806274414
14,0.3725000023841858,2.0289416313171387,0.34450000524520874,2.1327333450317383
15,0.3816666603088379,2.016761302947998,0.34700000286102295,2.1324799060821533
16,0.3853333294391632,1.96394681930542,0.35100001096725464,2.1130928993225098
17,0.4088333249092102,1.9371784925460815,0.35249999165534973,2.1021780967712402
18,0.41449999809265137,1.9190400838851929,0.36149999499320984,2.0911707878112793
19,0.4258333444595337,1.8823624849319458,0.34850001335144043,2.101677656173706
20,0.4358333349227905,1.837465763092041,0.3709999918937683,2.080167293548584
21,0.437666654586792,1.8338829278945923,0.36399999260902405,2.0742151737213135
22,0.44733333587646484,1.791453242301941,0.3564999997615814,2.079883575439453
23,0.44999998807907104,1.768375277519226,0.3675000071525574,2.0717997550964355
24,0.46549999713897705,1.714624047279358,0.367000013589859,2.073805570602417
25,0.4698333442211151,1.7174036502838135,0.367000013589859,2.0777671337127686
26,0.4906666576862335,1.6638866662979126,0.35499998927116394,2.075890064239502
27,0.4909999966621399,1.6349464654922485,0.37450000643730164,2.0733070373535156
28,0.5070000290870667,1.6018325090408325,0.3765000104904175,2.064605951309204
29,0.5098333358764648,1.5736862421035767,0.37950000166893005,2.0757150650024414
30,0.5288333296775818,1.5463827848434448,0.3659999966621399,2.067641019821167
31,0.5231666564941406,1.5404452085494995,0.3779999911785126,2.056844711303711
32,0.5398333072662354,1.4961191415786743,0.3619999885559082,2.0729076862335205
33,0.5580000281333923,1.4492183923721313,0.38350000977516174,2.0574607849121094
34,0.5583333373069763,1.4472311735153198,0.38999998569488525,2.0746395587921143
35,0.5634999871253967,1.4188005924224854,0.3855000138282776,2.0748298168182373
36,0.5768333077430725,1.3920661211013794,0.3695000112056732,2.0996251106262207
37,0.5733333230018616,1.3924856185913086,0.38350000977516174,2.0815391540527344
38,0.5820000171661377,1.3545101881027222,0.3779999911785126,2.0872020721435547
39,0.5953333377838135,1.3110771179199219,0.3894999921321869,2.062253952026367
40,0.6029999852180481,1.2770622968673706,0.3880000114440918,2.0859270095825195
41,0.6036666631698608,1.2824461460113525,0.37950000166893005,2.0800106525421143
42,0.6173333525657654,1.2577364444732666,0.3840000033378601,2.0958356857299805
43,0.6191666722297668,1.2429546117782593,0.398499995470047,2.0945653915405273
44,0.6231666803359985,1.2224650382995605,0.4000000059604645,2.0692899227142334
45,0.6371666789054871,1.2005900144577026,0.39800000190734863,2.076730728149414
46,0.6421666741371155,1.1729694604873657,0.390500009059906,2.069775104522705
47,0.6455000042915344,1.1595196723937988,0.3919999897480011,2.085406541824341
48,0.6643333435058594,1.1255449056625366,0.4009999930858612,2.0917303562164307
49,0.6658333539962769,1.1119800806045532,0.38749998807907104,2.0844321250915527
50,0.6663333177566528,1.1007729768753052,0.38850000500679016,2.1150619983673096
