epoch,accuracy,loss,val_accuracy,val_loss
0,0.08316666632890701,3.0274317264556885,0.16349999606609344,2.820629358291626
1,0.17383334040641785,2.7093231678009033,0.2214999943971634,2.6000988483428955
2,0.2121666669845581,2.5651140213012695,0.2199999988079071,2.5504157543182373
3,0.22983333468437195,2.4865927696228027,0.25200000405311584,2.4307355880737305
4,0.25450000166893005,2.4113757610321045,0.26350000500679016,2.3844540119171143
5,0.26466667652130127,2.3625755310058594,0.27900001406669617,2.3304426670074463
6,0.2913333475589752,2.316948175430298,0.28999999165534973,2.293025016784668
7,0.29466667771339417,2.2818000316619873,0.29899999499320984,2.280672550201416
8,0.2996666729450226,2.2384302616119385,0.3005000054836273,2.2431769371032715
9,0.31716665625572205,2.2082455158233643,0.30649998784065247,2.231729507446289
10,0.3283333480358124,2.169084310531616,0.31150001287460327,2.1998062133789062
11,0.3384999930858612,2.137282133102417,0.3070000112056732,2.2003157138824463
12,0.34166666865348816,2.1153247356414795,0.32100000977516174,2.170452356338501
13,0.351500004529953,2.076606512069702,0.32749998569488525,2.1728556156158447
14,0.37316668033599854,2.047919273376465,0.34299999475479126,2.130017042160034
15,0.375,2.0087451934814453,0.34200000762939453,2.1247739791870117
16,0.38216665387153625,1.9899413585662842,0.34950000047683716,2.121722936630249
17,0.39283332228660583,1.9516240358352661,0.3370000123977661,2.1166346073150635
18,0.3968333303928375,1.923373818397522,0.34450000524520874,2.1061995029449463
19,0.4128333330154419,1.8969677686691284,0.3580000102519989,2.074770450592041
20,0.4166666567325592,1.8701378107070923,0.36649999022483826,2.0783777236938477
21,0.42800000309944153,1.8444172143936157,0.36000001430511475,2.0744900703430176
22,0.4321666657924652,1.824170708656311,0.35350000858306885,2.0786890983581543
23,0.4519999921321869,1.7736563682556152,0.36250001192092896,2.0656840801239014
24,0.4558333456516266,1.761452317237854,0.3634999990463257,2.070624589920044
25,0.47483333945274353,1.7117968797683716,0.36250001192092896,2.0809364318847656
26,0.4684999883174896,1.7145193815231323,0.3630000054836273,2.0771329402923584
27,0.48766666650772095,1.6724649667739868,0.3684999942779541,2.0515010356903076
28,0.49933332204818726,1.6393605470657349,0.367000013589859,2.067922830581665
29,0.4936666786670685,1.6275125741958618,0.37299999594688416,2.051360607147217
30,0.5183333158493042,1.578957200050354,0.3709999918937683,2.0541515350341797
31,0.5143333077430725,1.5767511129379272,0.37400001287460327,2.052452564239502
32,0.5249999761581421,1.5444726943969727,0.3695000112056732,2.0494582653045654
33,0.5331666469573975,1.513162612915039,0.3684999942779541,2.051605224609375
34,0.5389999747276306,1.4859528541564941,0.3785000145435333,2.067326068878174
35,0.546833336353302,1.449955701828003,0.3799999952316284,2.0543642044067383
36,0.5618333220481873,1.4222286939620972,0.37400001287460327,2.07004451751709
37,0.565666675567627,1.4114998579025269,0.3799999952316284,2.0516231060028076
38,0.5793333053588867,1.387686014175415,0.3815000057220459,2.0730066299438477
39,0.5950000286102295,1.3450992107391357,0.3869999945163727,2.0653700828552246
40,0.581333339214325,1.3615562915802002,0.3824999928474426,2.0906972885131836
41,0.6001666784286499,1.3113259077072144,0.37599998712539673,2.0845842361450195
42,0.6029999852180481,1.2748467922210693,0.3790000081062317,2.0882680416107178
43,0.60916668176651,1.2777221202850342,0.38100001215934753,2.0824902057647705
44,0.6146666407585144,1.2576547861099243,0.382999986410141,2.0775835514068604
45,0.6194999814033508,1.2340595722198486,0.3709999918937683,2.0948708057403564
46,0.6333333253860474,1.1858547925949097,0.38499999046325684,2.0727245807647705
47,0.6309999823570251,1.1867977380752563,0.38850000500679016,2.078612804412842
48,0.6416666507720947,1.1685492992401123,0.3855000138282776,2.0782976150512695
49,0.6481666564941406,1.1606999635696411,0.3880000114440918,2.0758473873138428
